Data,RMD_A401,RMD_A403,RMD_A415,RMDM,RMDM_Norm
2006-12-18,9.1,10.275677710843372,0.0,9.1,0.3347280334728034
2006-12-19,8.4,10.275677710843372,0.0,8.4,0.30543933054393313
2006-12-20,6.5,10.275677710843372,0.0,6.5,0.2259414225941423
2006-12-21,10.3,10.275677710843372,0.0,10.3,0.3849372384937239
2006-12-22,6.8,10.275677710843372,0.0,6.8,0.2384937238493724
2006-12-23,5.5,10.275677710843372,0.0,5.5,0.18410041841004185
2006-12-24,8.4,10.275677710843372,0.0,8.4,0.30543933054393313
2006-12-25,5.5,10.275677710843372,0.0,5.5,0.18410041841004185
2006-12-26,10.0,10.275677710843372,0.0,10.0,0.37238493723849375
2006-12-27,11.6,10.275677710843372,0.0,11.6,0.43933054393305443
2006-12-28,5.3,10.275677710843372,0.0,5.3,0.17573221757322177
2006-12-29,11.7,10.275677710843372,0.0,11.7,0.4435146443514645
2006-12-30,7.1,10.275677710843372,0.0,7.1,0.2510460251046025
2006-12-31,11.1,10.275677710843372,0.0,11.1,0.4184100418410042
2007-01-01,6.5,10.275677710843372,0.0,6.5,0.2259414225941423
2007-01-02,7.0,10.275677710843372,0.0,7.0,0.2468619246861925
2007-01-03,6.8,10.275677710843372,0.0,6.8,0.2384937238493724
2007-01-04,4.5,10.275677710843372,0.0,4.5,0.14225941422594143
2007-01-05,7.0,10.275677710843372,0.0,7.0,0.2468619246861925
2007-01-06,10.8,10.275677710843372,0.0,10.8,0.4058577405857741
2007-01-07,7.9,10.275677710843372,0.0,7.9,0.28451882845188287
2007-01-08,7.6,10.275677710843372,0.0,7.6,0.2719665271966527
2007-01-09,6.5,10.275677710843372,0.0,6.5,0.2259414225941423
2007-01-10,8.9,10.275677710843372,0.0,8.9,0.32635983263598334
2007-01-11,13.1,10.275677710843372,0.0,13.1,0.502092050209205
2007-01-12,7.3,10.275677710843372,0.0,7.3,0.2594142259414226
2007-01-13,12.1,10.275677710843372,0.0,12.1,0.46025104602510464
2007-01-14,8.7,10.275677710843372,0.0,8.7,0.3179916317991632
2007-01-15,7.0,10.275677710843372,0.0,7.0,0.2468619246861925
2007-01-16,7.0,10.275677710843372,0.0,7.0,0.2468619246861925
2007-01-17,8.7,10.275677710843372,0.0,8.7,0.3179916317991632
2007-01-18,8.7,10.275677710843372,0.0,8.7,0.3179916317991632
2007-01-19,7.4,10.275677710843372,0.0,7.4,0.26359832635983266
2007-01-20,7.2,10.275677710843372,0.0,7.2,0.2552301255230126
2007-01-21,7.3,10.275677710843372,0.0,7.3,0.2594142259414226
2007-01-22,6.7,10.275677710843372,0.0,6.7,0.2343096234309624
2007-01-23,14.1,10.275677710843372,0.0,14.1,0.5439330543933054
2007-01-24,10.0,10.275677710843372,0.0,10.0,0.37238493723849375
2007-01-25,10.0,10.275677710843372,0.0,10.0,0.37238493723849375
2007-01-26,8.5,10.275677710843372,0.0,8.5,0.3096234309623431
2007-01-27,10.4,10.275677710843372,0.0,10.4,0.38912133891213396
2007-01-28,8.8,10.275677710843372,0.0,8.8,0.3221757322175733
2007-01-29,9.1,10.275677710843372,0.0,9.1,0.3347280334728034
2007-01-30,11.8,10.275677710843372,0.0,11.8,0.44769874476987453
2007-01-31,5.9,10.275677710843372,0.0,5.9,0.20083682008368203
2007-02-01,11.5,10.275677710843372,0.0,11.5,0.4351464435146444
2007-02-02,11.3,10.275677710843372,0.0,11.3,0.4267782426778243
2007-02-03,7.5,10.275677710843372,0.0,7.5,0.2677824267782427
2007-02-04,8.8,10.275677710843372,0.0,8.8,0.3221757322175733
2007-02-05,5.8,10.275677710843372,0.0,5.8,0.19665271966527198
2007-02-06,10.0,10.275677710843372,0.0,10.0,0.37238493723849375
2007-02-07,6.3,10.275677710843372,0.0,6.3,0.2175732217573222
2007-02-08,7.9,10.275677710843372,0.0,7.9,0.28451882845188287
2007-02-09,7.4,10.275677710843372,0.0,7.4,0.26359832635983266
2007-02-10,8.5,10.275677710843372,0.0,8.5,0.3096234309623431
2007-02-11,8.4,10.275677710843372,0.0,8.4,0.30543933054393313
2007-02-12,10.3,10.275677710843372,0.0,10.3,0.3849372384937239
2007-02-13,13.4,10.275677710843372,0.0,13.4,0.5146443514644352
2007-02-14,9.7,10.275677710843372,0.0,9.7,0.3598326359832636
2007-02-15,13.2,10.275677710843372,0.0,13.2,0.506276150627615
2007-02-16,7.8,10.275677710843372,0.0,7.8,0.2803347280334728
2007-02-17,11.1,10.275677710843372,0.0,11.1,0.4184100418410042
2007-02-18,6.7,10.275677710843372,0.0,6.7,0.2343096234309624
2007-02-19,6.5,10.275677710843372,0.0,6.5,0.2259414225941423
2007-02-20,12.2,10.275677710843372,0.0,12.2,0.46443514644351463
2007-02-21,7.3,10.275677710843372,0.0,7.3,0.2594142259414226
2007-02-22,8.4,10.275677710843372,0.0,8.4,0.30543933054393313
2007-02-23,6.8,10.275677710843372,0.0,6.8,0.2384937238493724
2007-02-24,9.1,10.275677710843372,0.0,9.1,0.3347280334728034
2007-02-25,8.6,10.275677710843372,0.0,8.6,0.3138075313807532
2007-02-26,10.6,10.275677710843372,0.0,10.6,0.397489539748954
2007-02-27,9.2,10.275677710843372,0.0,9.2,0.3389121338912134
2007-02-28,7.1,10.275677710843372,0.0,7.1,0.2510460251046025
2007-03-01,8.5,10.275677710843372,0.0,8.5,0.3096234309623431
2007-03-02,9.0,10.275677710843372,0.0,9.0,0.33054393305439334
2007-03-03,7.7,10.275677710843372,0.0,7.7,0.2761506276150628
2007-03-04,7.8,10.275677710843372,0.0,7.8,0.2803347280334728
2007-03-05,7.0,10.275677710843372,0.0,7.0,0.2468619246861925
2007-03-06,7.5,10.275677710843372,0.0,7.5,0.2677824267782427
2007-03-07,7.3,10.275677710843372,0.0,7.3,0.2594142259414226
2007-03-08,6.6,10.275677710843372,0.0,6.6,0.2301255230125523
2007-03-09,8.8,10.275677710843372,0.0,8.8,0.3221757322175733
2007-03-10,5.4,10.275677710843372,0.0,5.4,0.17991631799163182
2007-03-11,8.3,10.275677710843372,0.0,8.3,0.3012552301255231
2007-03-12,14.2,10.275677710843372,0.0,14.2,0.5481171548117154
2007-03-13,12.9,10.275677710843372,0.0,12.9,0.49372384937238506
2007-03-14,7.4,10.275677710843372,0.0,7.4,0.26359832635983266
2007-03-15,7.2,10.275677710843372,0.0,7.2,0.2552301255230126
2007-03-16,9.8,10.275677710843372,0.0,9.8,0.3640167364016737
2007-03-17,6.6,10.275677710843372,0.0,6.6,0.2301255230125523
2007-03-18,7.6,10.275677710843372,0.0,7.6,0.2719665271966527
2007-03-19,6.2,10.275677710843372,0.0,6.2,0.2133891213389122
2007-03-20,9.2,10.275677710843372,0.0,9.2,0.3389121338912134
2007-03-21,8.2,10.275677710843372,0.0,8.2,0.29707112970711297
2007-03-22,6.5,10.275677710843372,0.0,6.5,0.2259414225941423
2007-03-23,6.1,10.275677710843372,0.0,6.1,0.20920502092050208
2007-03-24,7.2,10.275677710843372,0.0,7.2,0.2552301255230126
2007-03-25,6.6,10.275677710843372,0.0,6.6,0.2301255230125523
2007-03-26,10.8,10.275677710843372,0.0,10.8,0.4058577405857741
2007-03-27,6.6,10.275677710843372,0.0,6.6,0.2301255230125523
2007-03-28,6.3,10.275677710843372,0.0,6.3,0.2175732217573222
2007-03-29,7.3,10.275677710843372,0.0,7.3,0.2594142259414226
2007-03-30,5.4,10.275677710843372,0.0,5.4,0.17991631799163182
2007-03-31,7.4,10.275677710843372,0.0,7.4,0.26359832635983266
2007-04-01,5.0,10.275677710843372,0.0,5.0,0.16317991631799164
2007-04-02,9.7,10.275677710843372,0.0,9.7,0.3598326359832636
2007-04-03,6.3,10.275677710843372,0.0,6.3,0.2175732217573222
2007-04-04,6.6,10.275677710843372,0.0,6.6,0.2301255230125523
2007-04-05,7.3,10.275677710843372,0.0,7.3,0.2594142259414226
2007-04-06,6.9,10.275677710843372,0.0,6.9,0.24267782426778245
2007-04-07,5.0,10.275677710843372,0.0,5.0,0.16317991631799164
2007-04-08,7.8,10.275677710843372,0.0,7.8,0.2803347280334728
2007-04-09,10.5,10.275677710843372,0.0,10.5,0.39330543933054396
2007-04-10,5.4,10.275677710843372,0.0,5.4,0.17991631799163182
2007-04-11,9.9,10.275677710843372,0.0,9.9,0.36820083682008375
2007-04-12,5.8,10.275677710843372,0.0,5.8,0.19665271966527198
2007-04-13,6.0,10.275677710843372,0.0,6.0,0.20502092050209209
2007-04-14,8.3,10.275677710843372,0.0,8.3,0.3012552301255231
2007-04-15,6.7,10.275677710843372,0.0,6.7,0.2343096234309624
2007-04-16,5.9,10.275677710843372,0.0,5.9,0.20083682008368203
2007-04-17,7.5,10.275677710843372,0.0,7.5,0.2677824267782427
2007-04-18,7.6,10.275677710843372,0.0,7.6,0.2719665271966527
2007-04-19,6.5,10.275677710843372,0.0,6.5,0.2259414225941423
2007-04-20,6.0,10.275677710843372,0.0,6.0,0.20502092050209209
2007-04-21,7.5,10.275677710843372,0.0,7.5,0.2677824267782427
2007-04-22,6.2,10.275677710843372,0.0,6.2,0.2133891213389122
2007-04-23,5.7,10.275677710843372,0.0,5.7,0.19246861924686195
2007-04-24,6.6,10.275677710843372,0.0,6.6,0.2301255230125523
2007-04-25,5.8,10.275677710843372,0.0,5.8,0.19665271966527198
2007-04-26,6.5,10.275677710843372,0.0,6.5,0.2259414225941423
2007-04-27,10.5,10.275677710843372,0.0,10.5,0.39330543933054396
2007-04-28,13.3,10.275677710843372,0.0,13.3,0.5104602510460252
2007-04-29,6.3,10.275677710843372,0.0,6.3,0.2175732217573222
2007-04-30,6.4,10.275677710843372,0.0,6.4,0.22175732217573224
2007-05-01,6.6,10.275677710843372,0.0,6.6,0.2301255230125523
2007-05-02,7.4,10.275677710843372,0.0,7.4,0.26359832635983266
2007-05-03,6.3,10.275677710843372,0.0,6.3,0.2175732217573222
2007-05-04,9.6,10.275677710843372,0.0,9.6,0.3556485355648536
2007-05-05,9.3,10.275677710843372,0.0,9.3,0.3430962343096235
2007-05-06,8.6,10.275677710843372,0.0,8.6,0.3138075313807532
2007-05-07,7.1,10.275677710843372,0.0,7.1,0.2510460251046025
2007-05-08,5.5,10.275677710843372,0.0,5.5,0.18410041841004185
2007-05-09,6.3,10.275677710843372,0.0,6.3,0.2175732217573222
2007-05-10,6.8,10.275677710843372,0.0,6.8,0.2384937238493724
2007-05-11,10.5,10.275677710843372,0.0,10.5,0.39330543933054396
2007-05-12,7.0,10.275677710843372,0.0,7.0,0.2468619246861925
2007-05-13,6.2,10.275677710843372,0.0,6.2,0.2133891213389122
2007-05-14,7.5,10.275677710843372,0.0,7.5,0.2677824267782427
2007-05-15,6.1,10.275677710843372,0.0,6.1,0.20920502092050208
2007-05-16,7.5,10.275677710843372,0.0,7.5,0.2677824267782427
2007-05-17,6.5,10.275677710843372,0.0,6.5,0.2259414225941423
2007-05-18,8.0,10.275677710843372,0.0,8.0,0.2887029288702929
2007-05-19,7.0,10.275677710843372,0.0,7.0,0.2468619246861925
2007-05-20,7.2,10.275677710843372,0.0,7.2,0.2552301255230126
2007-05-21,7.8,10.275677710843372,0.0,7.8,0.2803347280334728
2007-05-22,5.9,10.275677710843372,0.0,5.9,0.20083682008368203
2007-05-23,7.1,10.275677710843372,0.0,7.1,0.2510460251046025
2007-05-24,6.6,10.275677710843372,0.0,6.6,0.2301255230125523
2007-05-25,9.1,10.275677710843372,0.0,9.1,0.3347280334728034
2007-05-26,6.2,10.275677710843372,0.0,6.2,0.2133891213389122
2007-05-27,5.6,10.275677710843372,9.737539234149404,5.6,0.18828451882845187
2007-05-28,7.3,10.275677710843372,9.737539234149404,7.3,0.2594142259414226
2007-05-29,5.8,10.275677710843372,9.737539234149404,5.8,0.19665271966527198
2007-05-30,6.3,10.275677710843372,9.737539234149404,6.3,0.2175732217573222
2007-05-31,6.9,10.275677710843372,9.737539234149404,6.9,0.24267782426778245
2007-06-01,8.8,10.275677710843372,11.4,8.8,0.3221757322175733
2007-06-02,5.8,10.275677710843372,6.5,5.8,0.19665271966527198
2007-06-03,4.5,10.275677710843372,4.6,4.5,0.14225941422594143
2007-06-04,5.8,10.275677710843372,6.0,5.8,0.19665271966527198
2007-06-05,7.4,10.275677710843372,11.4,7.4,0.26359832635983266
2007-06-06,9.5,10.275677710843372,7.5,9.5,0.35146443514644354
2007-06-07,5.6,10.275677710843372,7.5,5.6,0.18828451882845187
2007-06-08,7.1,10.275677710843372,8.6,7.1,0.2510460251046025
2007-06-09,7.6,10.275677710843372,7.5,7.6,0.2719665271966527
2007-06-10,7.2,10.275677710843372,8.0,7.2,0.2552301255230126
2007-06-11,8.3,10.275677710843372,9.6,8.3,0.3012552301255231
2007-06-12,7.1,10.275677710843372,9.4,7.1,0.2510460251046025
2007-06-13,6.9,10.275677710843372,8.8,6.9,0.24267782426778245
2007-06-14,8.8,10.275677710843372,9.3,8.8,0.3221757322175733
2007-06-15,10.3,10.275677710843372,11.3,10.3,0.3849372384937239
2007-06-16,5.9,10.275677710843372,8.9,5.9,0.20083682008368203
2007-06-17,7.6,10.275677710843372,9.0,7.6,0.2719665271966527
2007-06-18,8.3,10.275677710843372,8.9,8.3,0.3012552301255231
2007-06-19,9.7,10.275677710843372,10.6,9.7,0.3598326359832636
2007-06-20,7.5,10.275677710843372,8.8,7.5,0.2677824267782427
2007-06-21,12.2,10.275677710843372,13.2,12.2,0.46443514644351463
2007-06-22,9.7,10.275677710843372,11.0,9.7,0.3598326359832636
2007-06-23,9.6,10.275677710843372,12.9,9.6,0.3556485355648536
2007-06-24,6.0,10.275677710843372,6.9,6.0,0.20502092050209209
2007-06-25,9.0,10.275677710843372,10.7,9.0,0.33054393305439334
2007-06-26,11.0,10.275677710843372,10.9,11.0,0.41422594142259417
2007-06-27,8.0,10.275677710843372,8.9,8.0,0.2887029288702929
2007-06-28,6.3,10.275677710843372,6.8,6.3,0.2175732217573222
2007-06-29,5.0,10.275677710843372,7.6,5.0,0.16317991631799164
2007-06-30,5.4,10.275677710843372,8.3,5.4,0.17991631799163182
2007-07-01,6.5,10.275677710843372,6.2,6.5,0.2259414225941423
2007-07-02,7.0,10.275677710843372,8.3,7.0,0.2468619246861925
2007-07-03,7.4,10.275677710843372,8.4,7.4,0.26359832635983266
2007-07-04,6.1,10.275677710843372,7.8,6.1,0.20920502092050208
2007-07-05,9.1,10.275677710843372,10.2,9.1,0.3347280334728034
2007-07-06,7.9,10.275677710843372,9.6,7.9,0.28451882845188287
2007-07-07,8.9,10.275677710843372,9.9,8.9,0.32635983263598334
2007-07-08,6.1,10.275677710843372,8.7,6.1,0.20920502092050208
2007-07-09,7.5,10.275677710843372,10.1,7.5,0.2677824267782427
2007-07-10,6.2,10.275677710843372,8.5,6.2,0.2133891213389122
2007-07-11,7.7,10.275677710843372,8.2,7.7,0.2761506276150628
2007-07-12,8.4,10.275677710843372,8.4,8.4,0.30543933054393313
2007-07-13,7.4,10.275677710843372,7.7,7.4,0.26359832635983266
2007-07-14,5.3,10.275677710843372,7.1,5.3,0.17573221757322177
2007-07-15,6.8,10.275677710843372,7.5,6.8,0.2384937238493724
2007-07-16,5.6,10.275677710843372,6.6,5.6,0.18828451882845187
2007-07-17,7.0,10.275677710843372,9.3,7.0,0.2468619246861925
2007-07-18,7.5,10.275677710843372,7.4,7.5,0.2677824267782427
2007-07-19,10.6,10.275677710843372,7.0,10.6,0.397489539748954
2007-07-20,7.2,10.275677710843372,15.3,7.2,0.2552301255230126
2007-07-21,13.5,10.275677710843372,8.2,13.5,0.5188284518828452
2007-07-22,7.9,10.275677710843372,9.1,7.9,0.28451882845188287
2007-07-23,7.4,10.275677710843372,7.2,7.4,0.26359832635983266
2007-07-24,7.6,10.275677710843372,7.0,7.6,0.2719665271966527
2007-07-25,9.7,10.275677710843372,9.1,9.7,0.3598326359832636
2007-07-26,5.9,10.275677710843372,7.8,5.9,0.20083682008368203
2007-07-27,8.4,10.275677710843372,8.1,8.4,0.30543933054393313
2007-07-28,10.0,10.275677710843372,8.6,10.0,0.37238493723849375
2007-07-29,10.0,10.275677710843372,10.5,10.0,0.37238493723849375
2007-07-30,8.9,10.275677710843372,10.4,8.9,0.32635983263598334
2007-07-31,7.7,10.275677710843372,7.6,7.7,0.2761506276150628
2007-08-01,7.7,10.275677710843372,10.4,7.7,0.2761506276150628
2007-08-02,8.0,10.275677710843372,7.6,8.0,0.2887029288702929
2007-08-03,8.3,10.275677710843372,11.9,8.3,0.3012552301255231
2007-08-04,7.4,10.275677710843372,10.0,7.4,0.26359832635983266
2007-08-05,7.4,10.275677710843372,9.0,7.4,0.26359832635983266
2007-08-06,7.5,10.275677710843372,9.9,7.5,0.2677824267782427
2007-08-07,6.7,10.275677710843372,8.9,6.7,0.2343096234309624
2007-08-08,10.1,10.275677710843372,9.7,10.1,0.3765690376569038
2007-08-09,10.1,10.275677710843372,10.5,10.1,0.3765690376569038
2007-08-10,11.6,10.275677710843372,10.6,11.6,0.43933054393305443
2007-08-11,9.5,10.275677710843372,10.5,9.5,0.35146443514644354
2007-08-12,10.7,10.275677710843372,11.5,10.7,0.401673640167364
2007-08-13,8.8,10.275677710843372,9.7,8.8,0.3221757322175733
2007-08-14,12.9,10.275677710843372,12.9,12.9,0.49372384937238506
2007-08-15,11.0,10.275677710843372,12.7,11.0,0.41422594142259417
2007-08-16,10.4,10.275677710843372,10.2,10.4,0.38912133891213396
2007-08-17,10.6,10.275677710843372,8.6,10.6,0.397489539748954
2007-08-18,9.2,10.275677710843372,9.0,9.2,0.3389121338912134
2007-08-19,7.9,10.275677710843372,8.4,7.9,0.28451882845188287
2007-08-20,7.4,10.275677710843372,7.8,7.4,0.26359832635983266
2007-08-21,8.3,10.275677710843372,9.3,8.3,0.3012552301255231
2007-08-22,8.9,10.275677710843372,9.2,8.9,0.32635983263598334
2007-08-23,7.6,10.275677710843372,8.3,7.6,0.2719665271966527
2007-08-24,7.8,9.5,8.2,7.8,0.2803347280334728
2007-08-25,9.1,8.8,8.1,9.1,0.3347280334728034
2007-08-26,7.4,8.8,8.7,7.4,0.26359832635983266
2007-08-27,12.7,11.7,10.0,12.7,0.48535564853556484
2007-08-28,9.9,11.5,8.8,9.9,0.36820083682008375
2007-08-29,10.4,14.2,8.5,10.4,0.38912133891213396
2007-08-30,9.1,14.7,10.7,9.1,0.3347280334728034
2007-08-31,8.8,16.1,10.3,8.8,0.3221757322175733
2007-09-01,9.3,13.1,9.9,9.3,0.3430962343096235
2007-09-02,11.2,12.9,8.6,11.2,0.4225941422594142
2007-09-03,7.8,13.3,9.8,7.8,0.2803347280334728
2007-09-04,9.6,14.7,13.4,9.6,0.3556485355648536
2007-09-05,10.0,18.6,9.2,10.0,0.37238493723849375
2007-09-06,9.9,15.9,11.7,9.9,0.36820083682008375
2007-09-07,8.5,15.3,9.9,8.5,0.3096234309623431
2007-09-08,7.9,13.2,13.0,7.9,0.28451882845188287
2007-09-09,7.5,14.5,8.1,7.5,0.2677824267782427
2007-09-10,9.3,14.8,9.7,9.3,0.3430962343096235
2007-09-11,9.7,14.1,11.0,9.7,0.3598326359832636
2007-09-12,9.9,15.2,10.8,9.9,0.36820083682008375
2007-09-13,9.2,14.0,9.7,9.2,0.3389121338912134
2007-09-14,7.6,15.3,9.2,7.6,0.2719665271966527
2007-09-15,8.6,10.6,12.6,8.6,0.3138075313807532
2007-09-16,7.7,10.0,6.2,7.7,0.2761506276150628
2007-09-17,7.2,8.2,7.5,7.2,0.2552301255230126
2007-09-18,8.8,11.1,13.0,8.8,0.3221757322175733
2007-09-19,8.5,12.5,9.4,8.5,0.3096234309623431
2007-09-20,11.1,13.4,9.0,11.1,0.4184100418410042
2007-09-21,8.0,14.0,9.1,8.0,0.2887029288702929
2007-09-22,9.8,13.7,8.3,9.8,0.3640167364016737
2007-09-23,8.1,10.5,8.8,8.1,0.29288702928870297
2007-09-24,11.6,11.9,7.0,11.9,0.4518828451882846
2007-09-25,14.6,12.1,9.8,14.6,0.5648535564853556
2007-09-26,9.9,11.6,10.9,11.6,0.43933054393305443
2007-09-27,9.8,12.2,12.8,12.8,0.48953974895397495
2007-09-28,11.9,12.6,11.4,12.6,0.48117154811715485
2007-09-29,10.1,9.6,9.7,10.1,0.3765690376569038
2007-09-30,11.5,13.0,10.5,13.0,0.49790794979079506
2007-10-01,9.9,11.4,11.3,11.4,0.4309623430962344
2007-10-02,9.5,10.6,8.6,10.6,0.397489539748954
2007-10-03,7.2,12.9,17.5,17.5,0.6861924686192469
2007-10-04,15.8,11.0,10.9,15.8,0.6150627615062763
2007-10-05,9.0,14.1,8.4,14.1,0.5439330543933054
2007-10-06,8.4,11.0,8.6,11.0,0.41422594142259417
2007-10-07,8.7,9.9,8.3,9.9,0.36820083682008375
2007-10-08,9.0,14.0,9.2,14.0,0.5397489539748954
2007-10-09,11.2,17.5,14.3,17.5,0.6861924686192469
2007-10-10,8.3,12.6,8.6,12.6,0.48117154811715485
2007-10-11,7.4,13.3,7.3,13.3,0.5104602510460252
2007-10-12,8.4,12.3,8.8,12.3,0.46861924686192474
2007-10-13,11.1,11.5,13.2,13.2,0.506276150627615
2007-10-14,8.8,12.2,9.7,12.2,0.46443514644351463
2007-10-15,8.8,12.0,9.2,12.0,0.45606694560669464
2007-10-16,9.5,13.2,8.5,13.2,0.506276150627615
2007-10-17,10.9,10.9,7.5,10.9,0.41004184100418417
2007-10-18,9.1,11.8,12.2,12.2,0.46443514644351463
2007-10-19,13.4,12.5,7.8,13.4,0.5146443514644352
2007-10-20,13.6,12.8,9.6,13.6,0.5230125523012552
2007-10-21,9.0,10.1,8.0,10.1,0.3765690376569038
2007-10-22,12.4,9.8,12.6,12.6,0.48117154811715485
2007-10-23,11.3,12.8,9.8,12.8,0.48953974895397495
2007-10-24,10.3,10.4,11.6,11.6,0.43933054393305443
2007-10-25,11.5,10.3,13.4,13.4,0.5146443514644352
2007-10-26,12.6,8.9,12.5,12.6,0.48117154811715485
2007-10-27,11.9,10.9,7.8,11.9,0.4518828451882846
2007-10-28,10.5,12.1,8.6,12.1,0.46025104602510464
2007-10-29,11.7,11.9,8.7,11.9,0.4518828451882846
2007-10-30,11.9,10.8,7.5,11.9,0.4518828451882846
2007-10-31,7.8,11.9,8.2,11.9,0.4518828451882846
2007-11-01,11.7,13.6,9.1,13.6,0.5230125523012552
2007-11-02,12.1,14.5,12.4,14.5,0.5606694560669456
2007-11-03,7.9,15.8,13.7,15.8,0.6150627615062763
2007-11-04,8.7,12.8,11.3,12.8,0.48953974895397495
2007-11-05,7.9,10.0,9.6,10.0,0.37238493723849375
2007-11-06,8.9,11.5,10.5,11.5,0.4351464435146444
2007-11-07,9.3,10.0,9.8,10.0,0.37238493723849375
2007-11-08,12.3,10.6,10.1,12.3,0.46861924686192474
2007-11-09,12.7,11.2,7.8,12.7,0.48535564853556484
2007-11-10,10.2,10.2,6.8,10.2,0.3807531380753138
2007-11-11,9.7,11.1,8.6,11.1,0.4184100418410042
2007-11-12,7.5,11.6,12.1,12.1,0.46025104602510464
2007-11-13,12.2,13.3,10.9,13.3,0.5104602510460252
2007-11-14,9.9,11.6,9.8,11.6,0.43933054393305443
2007-11-15,10.5,11.2,9.0,11.2,0.4225941422594142
2007-11-16,11.0,12.8,16.7,16.7,0.6527196652719667
2007-11-17,11.0,14.5,11.3,14.5,0.5606694560669456
2007-11-18,10.8,12.0,9.7,12.0,0.45606694560669464
2007-11-19,8.4,9.3,7.6,9.3,0.3430962343096235
2007-11-20,11.2,10.3,7.3,11.2,0.4225941422594142
2007-11-21,8.2,11.9,14.0,14.0,0.5397489539748954
2007-11-22,9.4,10.6,10.7,10.7,0.401673640167364
2007-11-23,8.8,9.9,6.6,9.9,0.36820083682008375
2007-11-24,11.0,9.9,4.4,11.0,0.41422594142259417
2007-11-25,11.5,11.9,6.5,11.9,0.4518828451882846
2007-11-26,11.0,13.4,9.0,13.4,0.5146443514644352
2007-11-27,9.1,14.8,15.4,15.4,0.598326359832636
2007-11-28,8.4,11.7,11.1,11.7,0.4435146443514645
2007-11-29,7.7,12.7,8.0,12.7,0.48535564853556484
2007-11-30,7.5,10.0,8.6,10.0,0.37238493723849375
2007-12-01,11.2,9.8,9.1,11.2,0.4225941422594142
2007-12-02,6.5,12.6,9.4,12.6,0.48117154811715485
2007-12-03,6.4,9.1,5.0,9.1,0.3347280334728034
2007-12-04,9.6,10.9,9.4,10.9,0.41004184100418417
2007-12-05,9.6,11.9,12.9,12.9,0.49372384937238506
2007-12-06,9.5,12.8,6.1,12.8,0.48953974895397495
2007-12-07,9.5,14.5,12.1,14.5,0.5606694560669456
2007-12-08,10.3,15.0,11.2,15.0,0.5815899581589958
2007-12-09,13.8,12.7,10.3,13.8,0.5313807531380754
2007-12-10,10.5,13.4,7.9,13.4,0.5146443514644352
2007-12-11,4.9,9.7,7.7,9.7,0.3598326359832636
2007-12-12,6.5,10.5,7.7,10.5,0.39330543933054396
2007-12-13,7.8,10.7,8.0,10.7,0.401673640167364
2007-12-14,7.8,10.8,7.3,10.8,0.4058577405857741
2007-12-15,13.5,13.6,7.9,13.6,0.5230125523012552
2007-12-16,16.7,13.7,14.7,16.7,0.6527196652719667
2007-12-17,14.1,16.0,10.2,16.0,0.6234309623430963
2007-12-18,13.1,13.9,8.8,13.9,0.5355648535564854
2007-12-19,14.7,10.3,10.7,14.7,0.5690376569037656
2007-12-20,8.3,11.3,6.9,11.3,0.4267782426778243
2007-12-21,9.8,10.8,8.9,10.8,0.4058577405857741
2007-12-22,10.1,9.7,8.3,10.1,0.3765690376569038
2007-12-23,8.9,12.2,6.5,12.2,0.46443514644351463
2007-12-24,6.3,10.3,9.7,10.3,0.3849372384937239
2007-12-25,8.1,14.0,9.8,14.0,0.5397489539748954
2007-12-26,6.9,9.1,6.6,9.1,0.3347280334728034
2007-12-27,6.1,9.0,7.0,9.0,0.33054393305439334
2007-12-28,7.2,12.6,7.6,12.6,0.48117154811715485
2007-12-29,8.1,15.3,7.5,15.3,0.594142259414226
2007-12-30,5.6,12.2,6.2,12.2,0.46443514644351463
2007-12-31,6.4,10.9,6.7,10.9,0.41004184100418417
2008-01-01,12.9,9.8,8.5,12.9,0.49372384937238506
2008-01-02,9.7,14.6,7.8,14.6,0.5648535564853556
2008-01-03,7.7,9.8,7.5,9.8,0.3640167364016737
2008-01-04,6.6,10.5,7.4,10.5,0.39330543933054396
2008-01-05,13.0,10.8,5.3,13.0,0.49790794979079506
2008-01-06,6.9,12.9,6.4,12.9,0.49372384937238506
2008-01-07,6.3,12.8,10.2,12.8,0.48953974895397495
2008-01-08,14.2,11.8,11.3,14.2,0.5481171548117154
2008-01-09,12.6,12.1,11.9,12.6,0.48117154811715485
2008-01-10,6.1,8.9,14.4,14.4,0.5564853556485356
2008-01-11,10.2,9.5,6.9,10.2,0.3807531380753138
2008-01-12,7.9,13.0,7.4,13.0,0.49790794979079506
2008-01-13,9.9,10.8,6.3,10.8,0.4058577405857741
2008-01-14,7.6,15.7,6.7,15.7,0.6108786610878663
2008-01-15,8.1,10.3,8.0,10.3,0.3849372384937239
2008-01-16,5.2,11.9,8.8,11.9,0.4518828451882846
2008-01-17,7.1,12.7,4.7,12.7,0.48535564853556484
2008-01-18,8.5,11.7,10.6,11.7,0.4435146443514645
2008-01-19,9.0,8.3,9.6,9.6,0.3556485355648536
2008-01-20,1.6,9.5,8.7,9.5,0.35146443514644354
2008-01-21,7.035899322931997,11.3,5.3,11.3,0.4267782426778243
2008-01-22,7.035899322931997,11.2,7.5,11.2,0.4225941422594142
2008-01-23,7.199999999999999,8.8,7.6,8.8,0.3221757322175733
2008-01-24,7.035899322931997,9.3,6.5,9.3,0.3430962343096235
2008-01-25,7.035899322931997,12.4,7.0,12.4,0.47280334728033485
